BS;FG-St;PF-St;*S/*P;SET;G2;G3;ZP;Material;Benennung;Denom.Estruct.;Vorhaben;Cese (Entfall);PRNummer;Fecha SOP;Früh. SOP-Entfall
2;;;;M60;A;;A;L57000989F;MONTAJE;KUEHLERHUTZE;26L146B.;;+T1C+1D0+8Z4/8Z5;07/07/2025;31/12/9999
2;;;;M60;A;;A;L57000989F;MONTAJE;KUEHLERHUTZE;26V662B.;;+TU6+1D0;23/11/2026;31/12/9999
2;;;;M60;A;;A;L57000989C;MONTAJE;KUEHLERHUTZE;LZ23778.;25L300A.;+T1C+1M5/1M6/1M9;16/09/2024;17/02/2025
2;;;;M60;A;;A;L57000989C;MONTAJE;KUEHLERHUTZE;LZ23778.;25L300A.;+T1C+1D8;16/09/2024;17/02/2025
2;;;;M60;A;;A;L57000989C;MONTAJE;KUEHLERHUTZE;25L300A.;26L146B.;+T1C+1M5/1M6/1M9;17/02/2025;07/07/2025
2;;;;M60;A;;A;L57000989C;MONTAJE;KUEHLERHUTZE;26L146B.;;+T1C+1M5/1M6/1M9+8Z4/8Z5;07/07/2025;31/12/9999
2;;;;M60;A;;A;L57000989C;MONTAJE;KUEHLERHUTZE;26L146B.;;+T1C+5QD+8Z6;07/07/2025;31/12/9999
2;;;;M60;A;;A;L57000989C;MONTAJE;KUEHLERHUTZE;25L300A.;;+TU6+1M5/1M6/1M9;23/11/2026;31/12/9999
2;;;;M60;A;;A;L57000989D;MONTAJE;KUEHLERHUTZE;LZ23778.;25L300A.;+DF9+T2C+1M5/1M6/1M9;20/01/2025;17/02/2025
2;;;;M60;A;;A;L57000989D;MONTAJE;KUEHLERHUTZE;LZ23778.;25L300A.;+DF9+T2C+1D8;20/01/2025;17/02/2025
2;;;;M60;A;;A;L57000989D;MONTAJE;KUEHLERHUTZE;25L300A.;;+DF9+T2C+1M5/1M6/1M9;17/02/2025;31/12/9999
2;;;;M60;A;;A;L57000989D;MONTAJE;KUEHLERHUTZE;LZ23778.;25L300A.;+D3Q+T3J+1M5/1M6/1M9+4VN+5QD;16/09/2024;17/02/2025
2;;;;M60;A;;A;L57000989D;MONTAJE;KUEHLERHUTZE;LZ23778.;25L300A.;+D3Q+T3J+1D8+4VN+5QD;16/09/2024;17/02/2025
2;;;;M60;A;;A;L57000989D;MONTAJE;KUEHLERHUTZE;25L300A.;;+D3Q+T3J+1M5/1M6/1M9+4VN+5QD;17/02/2025;31/12/9999
1;;;;M60;A;;A;L57000989D;MONTAJE;KUEHLERHUTZE;27V661R4;;+DF9+T1F+1M5/1M6/1M9;14/06/2027;31/12/9999
1;;;;M60;A;;A;L57000989D;MONTAJE;KUEHLERHUTZE;27V661R4;;+D14+T1F+1M5/1M6/1M9;14/06/2027;31/12/9999
2;;;;M60;A;;A;L57000989E;MONTAJE;KUEHLERHUTZE;LZ23778.;V20HT63S;+TL1+1D0+5QD+8ZQ+8Z4/8Z5;17/02/2025;22/12/2025
2;;;;M60;A;;A;L57000989E;MONTAJE;KUEHLERHUTZE;LZ23778.;V20HT63S;+TL1+1D0+5QD+8ZH+8Z4/8Z5;17/02/2025;22/12/2025
2;;;;M60;A;;A;L57000989E;MONTAJE;KUEHLERHUTZE;V20HT63S;;+TL1+1D0+5QD+8Z4/8Z5;22/12/2025;31/12/9999
2;;;;M60;A;;A;L57000989L;MONTAJE;KUEHLERHUTZE;LZ23778.;V20HT63S;+TL1+1D0+5QD+8ZQ+8Z4/8Z5;17/02/2025;22/12/2025
2;;;;M60;A;;A;L57000989L;MONTAJE;KUEHLERHUTZE;V20HT63S;;+TL1+1D0+8Z4/8Z5;22/12/2025;31/12/9999
2;;;;M60;A;;A;L57000989M;MONTAJE;KUEHLERHUTZE;LZ23778.;;+DS9+N09+1D0+5QD+8ZQ+8Z4/8Z5;14/10/2024;31/12/9999
2;;;;M60;A;;A;L57000989M;MONTAJE;KUEHLERHUTZE;LZ23778.;;+DF9+T2C+1D0+5QD+8ZQ+8Z4/8Z5;20/01/2025;31/12/9999
1;;;;M60;A;;A;L57000989N;MONTAJE;KUEHLERHUTZE;27V661R4;;+DF9+T1F+1D0;14/06/2027;31/12/9999
1;;;;M60;A;;A;L57000989N;MONTAJE;KUEHLERHUTZE;27V661R4;;+D14+T1F+1D0;14/06/2027;31/12/9999
2;;;;M60;A;;A;L57000989H;MONTAJE;KUEHLERHUTZE;LZ23778.;V20HT63S;+TL1+1D0+5QD+8ZQ+8Z4/8Z5;17/02/2025;22/12/2025
2;;;;M60;A;;A;L57000989H;MONTAJE;KUEHLERHUTZE;LZ23778.;V20HT63S;+TL1+1D0+5QD+8ZH+8Z4/8Z5;17/02/2025;22/12/2025
2;;;;M60;A;;A;L57000989H;MONTAJE;KUEHLERHUTZE;V20HT63S;;+TL1+1D0+5QD+8Z4/8Z5;22/12/2025;31/12/9999
2;;;;M60;A;;A;L57000989J;MONTAJE;KUEHLERHUTZE;LZ23778.;V20HT63S;+DS9+N09+1D0+5QD+8ZQ+8Z4/8Z5;14/10/2024;22/12/2025
2;;;;M60;A;;A;L57000989J;MONTAJE;KUEHLERHUTZE;LZ23778.;V20HT63S;+DS9+N09+1D0+5QD+8ZH+8Z4/8Z5;14/10/2024;22/12/2025
2;;;;M60;A;;A;L57000989J;MONTAJE;KUEHLERHUTZE;V20HT63S;;+DS9+N09+1D0+8Z4/8Z5;22/12/2025;31/12/9999
2;;;;M60;A;;A;L57000989J;MONTAJE;KUEHLERHUTZE;LZ23778.;V20HT63S;+DF9+T2C+1D0+5QD+8ZQ+8Z4/8Z5;20/01/2025;22/12/2025
2;;;;M60;A;;A;L57000989J;MONTAJE;KUEHLERHUTZE;V20HT63S;;+DF9+T2C+1D0+5QD+8Z4/8Z5;22/12/2025;31/12/9999
2;;;;M60;A;;A;L57000989J;MONTAJE;KUEHLERHUTZE;LZ23778.;V20HT63S;+DF9+T2C+1D0+5QD+8ZH+8Z4/8Z5;20/01/2025;22/12/2025
2;;;;M60;A;;A;L57000989J;MONTAJE;KUEHLERHUTZE;25V661Q.;;+DS9+T57+1D0+8Z4/8Z5;23/11/2026;31/12/9999
2;;;;M60;A;;A;L57000989J;MONTAJE;KUEHLERHUTZE;25V661Q6;;+M5D+T57+1D0+8Z4/8Z5;23/11/2026;31/12/9999
2;;;;M60;A;;A;L57000989J;MONTAJE;KUEHLERHUTZE;VP62629.;;+DS9+N09+1M5/1M6/1M9+5QD+8Z4/8Z5;24/11/2025;31/12/9999
2;;;;M60;A;;A;L57000989J;MONTAJE;KUEHLERHUTZE;VP62629.;;+DS9+N09+5QD+8Z6;24/11/2025;31/12/9999
2;;;;M60;A;;A;L57000989K;MONTAJE;KUEHLERHUTZE;LZ23778.;V20HT63S;+DS9+N09+1D0+5QD+8ZQ+8Z4/8Z5;14/10/2024;22/12/2025
2;;;;M60;A;;A;L57000989K;MONTAJE;KUEHLERHUTZE;LZ23778.;V20HT63S;+DS9+N09+1D0+5QD+8ZH+8Z4/8Z5;14/10/2024;22/12/2025
2;;;;M60;A;;A;L57000989K;MONTAJE;KUEHLERHUTZE;V20HT63S;;+DS9+N09+1D0+5QD+8Z4/8Z5;22/12/2025;31/12/9999
2;;;;M60;A;;A;L57000989K;MONTAJE;KUEHLERHUTZE;LZ23778.;;+DF9+T2C+1D0+5QD+8ZQ+8Z4/8Z5;20/01/2025;31/12/9999
2;;;;M60;A;;A;L57000989K;MONTAJE;KUEHLERHUTZE;LZ23778.;V20HT63S;+DF9+T2C+1D0+5QD+8ZH+8Z4/8Z5;20/01/2025;22/12/2025
1;;;;M60;A;;A;L57001228;MONTAJE;KUEHLERHUTZE;27V661R4;;+D14+T1F+5QD;14/06/2027;31/12/9999
1;;;;M60;A;;A;L57001228;MONTAJE;KUEHLERHUTZE;27V661R4;;+DF9+T1F+5QD;14/06/2027;31/12/9999
2;;;;M60;A;;A;L57000941;MONTAJE;KUEHLERLAGER;25V661Q2;;+T57;23/11/2026;31/12/9999
2;;;;M60;A;;A;L57000941;MONTAJE;KUEHLERLAGER;LZ23778.;25L300A.;+TL1+1M5/1M6/1M9+8Z4/8Z5;17/02/2025;17/02/2025
2;;;;M60;A;;A;L57000941;MONTAJE;KUEHLERLAGER;LZ23778.;25L300A.;+TL1+1D8+8Z4/8Z5;17/02/2025;17/02/2025
2;;;;M60;A;;A;L57000941;MONTAJE;KUEHLERLAGER;25L300A.;;+TL1+1M5/1M6/1M9+8Z4/8Z5;17/02/2025;31/12/9999
2;;;;M60;A;;A;L57000941;MONTAJE;KUEHLERLAGER;LZ23778.;;+TL1+8Z6;17/02/2025;31/12/9999
2;;;;M60;A;;A;L57000941;MONTAJE;KUEHLERLAGER;.ZL02011;;+T1C;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000941;MONTAJE;KUEHLERLAGER;.ZL02011;;+D3Q+T3J;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000941;MONTAJE;KUEHLERLAGER;.ZL02011;;+DS9+N09;14/10/2024;31/12/9999
2;;;;M60;A;;A;L57000941;MONTAJE;KUEHLERLAGER;.ZL02011;;+DF9+T2C;20/01/2025;31/12/9999
1;;;;M60;A;;A;L57000941;MONTAJE;KUEHLERLAGER;27V661R4;;+DF9+T1F;14/06/2027;31/12/9999
2;;;;M60;A;;A;L57000941A;MONTAJE;KUEHLERLAGER;LZ23778.;;+TL1+1D0+8Z4/8Z5;17/02/2025;31/12/9999
1;;;;M60;A;;A;L57000941;MONTAJE;KUEHLERLAGER;27V661R4;;+D14+T1F;14/06/2027;31/12/9999
2;;;;M60;A;;A;L57000941;MONTAJE;KUEHLERLAGER;26V662B.;;+TU6;23/11/2026;31/12/9999
2;;;;M60;A;;A;L57000942;MONTAJE;KONDENSATOR;LZ23778.;;+0K0/0K4;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000942A;MONTAJE;KONDENSATOR;LZ23778.;;+0K0/0K4;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000942B;MONTAJE;KONDENSATOR;LZ23778.;;+0K0/0K4;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000942C;MONTAJE;KONDENSATOR;LZ23778.;;+0K3;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57001111;MONTAJE;ABDICHTUNG;LZ25438.;;+DS9;14/10/2024;31/12/9999
2;;;;M60;A;;A;L57001111;MONTAJE;ABDICHTUNG;LZ25438.;;+DF9/D3Q+1D0;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57001111;MONTAJE;ABDICHTUNG;LZ25438.;;+DF9/D3Q+1M5/1M6/1M9;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57001111;MONTAJE;ABDICHTUNG;25V661Q6;;+M5D;23/11/2026;31/12/9999
1;;;;M60;A;;A;L57001111;MONTAJE;ABDICHTUNG;26V661R4;;+D14+1D0;14/06/2027;31/12/9999
1;;;;M60;A;;A;L57001111;MONTAJE;ABDICHTUNG;26V661R4;;+D14+1M5/1M6/1M9;14/06/2027;31/12/9999
2;;;;M60;A;;A;L57001111A;MONTAJE;ABDICHTUNG;LZ25438.;;+DS9;14/10/2024;31/12/9999
2;;;;M60;A;;A;L57001111A;MONTAJE;ABDICHTUNG;LZ25438.;;+DF9/D3Q+1D0;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57001111A;MONTAJE;ABDICHTUNG;25V661Q6;;+M5D;23/11/2026;31/12/9999
1;;;;M60;A;;A;L57001111A;MONTAJE;ABDICHTUNG;26V661R4;;+D14+1D0;14/06/2027;31/12/9999
2;;;;M60;A;;A;L57001111B;MONTAJE;ABDICHTUNG;LZ25438.;25L300A.;+DF9+1D8;20/01/2025;17/02/2025
2;;;;M60;A;;A;L57001111B;MONTAJE;ABDICHTUNG;LZ25438.;;+DF9+1M5/1M6/1M9;20/01/2025;31/12/9999
1;;;;M60;A;;A;L57001111B;MONTAJE;ABDICHTUNG;LZ25438.;25L300A.;+DT7+1M5/1M6/1M9;14/06/2027;14/06/2027
1;;;;M60;A;;A;L57001111B;MONTAJE;ABDICHTUNG;LZ25438.;25L300A.;+DT7+1D8;14/06/2027;14/06/2027
1;;;;M60;A;;A;L57001111B;MONTAJE;ABDICHTUNG;25L300A.;26V661R4;+DT7+1M5/1M6/1M9;14/06/2027;14/06/2027
2;;;;M60;A;;A;L57001111B;MONTAJE;ABDICHTUNG;LZ25438.;;+D3Q+1M5/1M6/1M9;16/09/2024;31/12/9999
1;;;;M60;A;;A;L57001111B;MONTAJE;ABDICHTUNG;26V661R4;;+D14+1M5/1M6/1M9;14/06/2027;31/12/9999
2;;;;M60;A;;A;L57001112;MONTAJE;;LZ25438.;;+DF9/DS9/D3Q+5QD;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57001112;MONTAJE;;25V661Q6;;+M5D+5QD;23/11/2026;31/12/9999
2;;;;M60;A;;A;L57000971;MONTAJE;ANTENNENMODUL;LZ23778.;26L566C.;+9ZP;16/09/2024;07/07/2025
2;B-FG;K-FG;*P;M44;S;;C;85E959345C;SENSOR;Upfrontsensor Li. SE336/0EU_K - 57S -;.ZL02011;VQ58272.;+5QD;16/09/2024;16/09/2024
2;K-FG;K-FG;*P;M44;S;;C;85E959345D;SENSOR;Upfrontsensor Li. SE336/0EU_K - 57S -;VQ58272.;;+5QD;16/09/2024;31/12/9999
2;B-FG;B-FG;*P;M51;J;;D;N  91071702;TORN.HEXAGONAL INT ER.PLANO;158 PDM.571.971 Upfrontsensor;.ZL02011;VQ58808.;;16/09/2024;16/09/2024
2;B-FG;B-FG;;M44;S;;H;N  10622901;TORN.HEXAGONAL INT ER.PLANO;;.ZL02011;L25G53..;;16/09/2024;13/10/2025
2;B-FG;B-FG;;M44;S;;H;N  10622901;TORN.HEXAGONAL INT ER.PLANO;;L25G53..;;;13/10/2025;31/12/9999
2;B-FG;K-FG;*P;M44;S;;C;85E959345C;SENSOR;Upfrontsensor Re. SE336/0EU_K - 57S -;.ZL02011;VQ58272.;+5QD;16/09/2024;16/09/2024
2;K-FG;K-FG;*P;M44;S;;C;85E959345D;SENSOR;Upfrontsensor Re. SE336/0EU_K - 57S -;VQ58272.;;+5QD;16/09/2024;31/12/9999
2;B-FG;B-FG;*P;M51;J;;D;N  91071702;TORN.HEXAGONAL INT ER.PLANO;152 PDM.571.971 Upfrontsensor;.ZL02011;VQ58808.;;16/09/2024;16/09/2024
2;B-FG;B-FG;;M44;S;;H;N  10622901;TORN.HEXAGONAL INT ER.PLANO;;.ZL02011;L25G53..;;16/09/2024;13/10/2025
2;B-FG;B-FG;;M44;S;;H;N  10622901;TORN.HEXAGONAL INT ER.PLANO;;L25G53..;;;13/10/2025;31/12/9999
E;;;;M32;L;;A;;Leerteil;Leerteil;.ZL02011;LZ25438.;+DE3/DG6/ME4;16/09/2024;16/09/2024
2;B-FG;B-FG;;M32;L;;A;578122321;TAPA AIRE FRIO;PDM578805 BL 350;.ZL02011;LZ23820.;+DS9;14/10/2024;14/10/2024
2;B-FG;B-FG;;M32;L;;A;578122321B;TAPA AIRE FRIO;PDM578805 BL 350;LZ23820.;LZ25438.;+DS9;14/10/2024;14/10/2024
2;B-FG;B-FG;;M32;L;;A;578122321;TAPA AIRE FRIO;PDM578805 BL 350;.ZL02011;LZ23820.;+DF9+1D0;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;578122321B;TAPA AIRE FRIO;PDM578805 BL 350;LZ23820.;LZ25438.;+DF9+1D0;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;578122321;TAPA AIRE FRIO;PDM578805 BL 350;.ZL02011;LZ23820.;+D3Q+1D0;16/09/2024;16/09/2024
2;B-FG;B-FG;;M32;L;;A;578122321B;TAPA AIRE FRIO;PDM578805 BL 350;LZ23820.;LZ25438.;+D3Q+1D0;16/09/2024;16/09/2024
2;B-FG;B-FG;;M32;L;;A;578122321A;TAPA AIRE FRIO;PDM578805 BL 350;.ZL02011;LZ23820.;+DF9+1M5/1M6/1M9;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;578122321C;TAPA AIRE FRIO;PDM578805 BL 350;LZ23820.;LZ25438.;+DF9+1M5/1M6/1M9;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;578122321C;TAPA AIRE FRIO;PDM578805 BL 350;LZ23820.;LZ25438.;+DF9+1D8;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;578122321A;TAPA AIRE FRIO;PDM578805 BL 350;.ZL02011;LZ23820.;+D3Q+1M5/1M6/1M9;16/09/2024;16/09/2024
2;B-FG;B-FG;;M32;L;;A;578122321C;TAPA AIRE FRIO;PDM578805 BL 350;LZ23820.;LZ25438.;+D3Q+1M5/1M6/1M9;16/09/2024;16/09/2024
2;B-FG;B-FG;;M32;L;;A;578122321C;TAPA AIRE FRIO;PDM578805 BL 350;LZ23820.;LZ25438.;+D3Q+1D8;16/09/2024;16/09/2024
E;;;;M32;L;;A;;Leerteil;Leerteil;.ZL02011;LZ25438.;+DE3/DG6/ME4;16/09/2024;16/09/2024
2;B-FG;B-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;.ZL02011;LZ25438.;+DS9;14/10/2024;14/10/2024
2;B-FG;B-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;.ZL02011;LZ25438.;+DF9+1D0;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;.ZL02011;LZ25438.;+D3Q+1D0;16/09/2024;16/09/2024
2;B-FG;B-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;.ZL02011;LZ25438.;+DF9+1M5/1M6/1M9;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;.ZL02011;LZ25438.;+D3Q+1M5/1M6/1M9;16/09/2024;16/09/2024
E;;;;M32;L;;A;;Leerteil;Leerteil;.ZL02011;LZ25438.;+DE3/DG6/ME4;16/09/2024;16/09/2024
2;B-FG;B-FG;;M32;L;;A;571122327A;JUNTA,SELLADORA;;.ZL02011;LZ23820.;+DS9;14/10/2024;14/10/2024
2;B-FG;B-FG;;M32;L;;A;571122327K;JUNTA,SELLADORA;;LZ23820.;LZ25438.;+DS9;14/10/2024;14/10/2024
2;B-FG;B-FG;;M32;L;;A;571122327A;JUNTA,SELLADORA;;.ZL02011;LZ23820.;+DF9+1D0;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;571122327K;JUNTA,SELLADORA;;LZ23820.;LZ25438.;+DF9+1D0;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;571122327A;JUNTA,SELLADORA;;.ZL02011;LZ23820.;+D3Q+1D0;16/09/2024;16/09/2024
2;B-FG;B-FG;;M32;L;;A;571122327K;JUNTA,SELLADORA;;LZ23820.;LZ25438.;+D3Q+1D0;16/09/2024;16/09/2024
2;B-FG;B-FG;;M32;L;;A;571122327B;JUNTA,SELLADORA;;.ZL02011;LZ23820.;+DF9+1M5/1M6/1M9;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;571122327L;JUNTA,SELLADORA;;LZ23820.;LZ25438.;+DF9+1M5/1M6/1M9;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;571122327L;JUNTA,SELLADORA;;LZ23820.;LZ25438.;+DF9+1D8;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;571122327B;JUNTA,SELLADORA;;.ZL02011;LZ23820.;+D3Q+1M5/1M6/1M9;16/09/2024;16/09/2024
2;B-FG;B-FG;;M32;L;;A;571122327L;JUNTA,SELLADORA;;LZ23820.;LZ25438.;+D3Q+1M5/1M6/1M9;16/09/2024;16/09/2024
2;B-FG;B-FG;;M32;L;;A;571122327L;JUNTA,SELLADORA;;LZ23820.;LZ25438.;+D3Q+1D8;16/09/2024;16/09/2024
E;;;;M51;J;;J;;Leerteil;Leerteil;LZ23324.;LZ25438.;+DE3/DG6/ME4;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;571971277;MAZO,PRECABLEADO;Kuehlerjaoulisie;LZ23324.;LZ25438.;+DF9/DS9/D3Q;16/09/2024;16/09/2024
1;K-FG;K-FG;;M51;J;;J;571971277;MAZO,PRECABLEADO;Kuehlerjaoulisie;26V661R3;LZ25438.;+DT7;14/06/2027;14/06/2027
2;B-FG;B-FG;;M32;L;;A;N  90993603;TORNILLO COMBI.EX.;PDM578805 POS 01 BL.350;.ZL02011;LZ25438.;+DS9;14/10/2024;14/10/2024
2;B-FG;B-FG;;M32;L;;A;N  90993603;TORNILLO COMBI.EX.;PDM578805 POS 01 BL.350;.ZL02011;LZ25438.;+DF9+1D0;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;N  90993603;TORNILLO COMBI.EX.;PDM578805 POS 01 BL.350;.ZL02011;LZ25438.;+D3Q+1D0;16/09/2024;16/09/2024
2;B-FG;B-FG;;M32;L;;A;N  90993603;TORNILLO COMBI.EX.;PDM578805 POS 01 BL.350;.ZL02011;LZ25438.;+DF9+1M5/1M6/1M9;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;N  90993603;TORNILLO COMBI.EX.;PDM578805 POS 01 BL.350;LZ23820.;LZ25438.;+DF9+1D8;20/01/2025;20/01/2025
2;B-FG;B-FG;;M32;L;;A;N  90993603;TORNILLO COMBI.EX.;PDM578805 POS 01 BL.350;.ZL02011;LZ25438.;+D3Q+1M5/1M6/1M9;16/09/2024;16/09/2024
2;B-FG;B-FG;;M32;L;;A;N  90993603;TORNILLO COMBI.EX.;PDM578805 POS 01 BL.350;LZ23820.;LZ25438.;+D3Q+1D8;16/09/2024;16/09/2024
E;;;;M32;L;;A;;Leerteil;Leerteil;LZ25438.;;+DE3/DG6/ME4;16/09/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;LZ25438.;;+DS9;14/10/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;25V661Q6;;+M5D;23/11/2026;31/12/9999
2;K-FG;K-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;LZ25438.;;+DF9+1D0;20/01/2025;31/12/9999
2;K-FG;K-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;LZ25438.;;+D3Q+1D0;16/09/2024;31/12/9999
1;K-FG;K-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;26V661R3;26V661R4;+DT7+1D0;14/06/2027;14/06/2027
1;K-FG;K-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;26V661R4;;+D14+1D0;14/06/2027;31/12/9999
2;K-FG;K-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;LZ25438.;;+DF9+1M5/1M6/1M9;20/01/2025;31/12/9999
2;K-FG;K-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;LZ25438.;;+D3Q+1M5/1M6/1M9;16/09/2024;31/12/9999
1;K-FG;K-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;26V661R3;26V661R4;+DT7+1M5/1M6/1M9;14/06/2027;14/06/2027
1;K-FG;K-FG;;M32;L;;A;578122327;JUNTA,SELLADORA;;26V661R4;;+D14+1M5/1M6/1M9;14/06/2027;31/12/9999
E;;;;M32;L;;A;;Leerteil;Leerteil;LZ25438.;;+DE3/DG6/ME4;16/09/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;A;571122327K;JUNTA,SELLADORA;;LZ25438.;;+DS9;14/10/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;A;571122327K;JUNTA,SELLADORA;;25V661Q6;;+M5D;23/11/2026;31/12/9999
2;K-FG;K-FG;;M32;L;;A;571122327K;JUNTA,SELLADORA;;LZ25438.;;+DF9+1D0;20/01/2025;31/12/9999
2;K-FG;K-FG;;M32;L;;A;571122327K;JUNTA,SELLADORA;;LZ25438.;;+D3Q+1D0;16/09/2024;31/12/9999
1;K-FG;K-FG;;M32;L;;A;571122327K;JUNTA,SELLADORA;;26V661R3;26V661R4;+DT7+1D0;14/06/2027;14/06/2027
1;K-FG;K-FG;;M32;L;;A;571122327K;JUNTA,SELLADORA;;26V661R4;;+D14+1D0;14/06/2027;31/12/9999
2;K-FG;K-FG;;M32;L;;A;571122327L;JUNTA,SELLADORA;;LZ25438.;;+DF9+1M5/1M6/1M9;20/01/2025;31/12/9999
2;K-FG;K-FG;;M32;L;;A;571122327L;JUNTA,SELLADORA;;LZ25438.;25L300A.;+DF9+1D8;20/01/2025;17/02/2025
2;K-FG;K-FG;;M32;L;;A;571122327L;JUNTA,SELLADORA;;LZ25438.;;+D3Q+1M5/1M6/1M9;16/09/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;A;571122327L;JUNTA,SELLADORA;;LZ25438.;25L300A.;+D3Q+1D8;16/09/2024;17/02/2025
1;K-FG;K-FG;;M32;L;;A;571122327L;JUNTA,SELLADORA;;26V661R3;26V661R4;+DT7+1M5/1M6/1M9;14/06/2027;14/06/2027
1;K-FG;K-FG;;M32;L;;A;571122327L;JUNTA,SELLADORA;;26V661R3;26V661R4;+DT7+1D8;14/06/2027;14/06/2027
1;K-FG;K-FG;;M32;L;;A;571122327L;JUNTA,SELLADORA;;26V661R4;;+D14+1M5/1M6/1M9;14/06/2027;31/12/9999
E;;;;M51;J;;J;;Leerteil;Leerteil;LZ25438.;;+DE3/DG6/ME4;16/09/2024;31/12/9999
2;K-FG;K-FG;;M51;J;;J;571971277;MAZO,PRECABLEADO;;LZ25438.;;+DF9/DS9/D3Q;16/09/2024;31/12/9999
1;;;;M51;J;;J;571971277;MAZO,PRECABLEADO;;26V661R3;26V661R4;+DT7;14/06/2027;14/06/2027
1;;;;M51;J;;J;571971277;MAZO,PRECABLEADO;;26V661R4;;+D14;14/06/2027;31/12/9999
2;B-FG;B-FG;;M51;J;;J;571971277;MAZO,PRECABLEADO;;25V661Q6;;+M5D;23/11/2026;31/12/9999
E;;;*P;M32;L;;A;;Leerteil;Leerteil;.ZL02011;;+DE3/DG6/ME4+5QD;16/09/2024;31/12/9999
E;;;*P;M32;L;;A;;Leerteil;Leerteil;26V661R3;26V661R4;+DT7+5QD;14/06/2027;14/06/2027
2;K-FG;K-FG;*P;M32;L;;A;5QS122323;TAPA AIRE FRIO;;.ZL02011;;+DF9/DS9/D3Q+5QD;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M32;L;;A;5QS122323;TAPA AIRE FRIO;;25V661Q6;;+M5D+5QD;23/11/2026;31/12/9999
1;K-FG;K-FG;*P;M32;L;;A;5QS122323;TAPA AIRE FRIO;;26V661R4;;+D14+5QD;14/06/2027;31/12/9999
2;K-FG;K-FG;;M32;L;;A;N  90993603;TORNILLO COMBI.EX.;;LZ25438.;;+DF9/DS9/D3Q;16/09/2024;31/12/9999
E;;;;M51;J;;J;;Leerteil;Leerteil;.ZL02011;;+DE3/DG6/ME4;16/09/2024;31/12/9999
2;P-FG;P-FG;;M51;J;;J;571971277;MAZO,PRECABLEADO;Kuehlerjalousie;.ZL02011;LZ23324.;+DF9/DS9/D3Q;16/09/2024;16/09/2024
2;K-FG;K-FG;;M32;L;;A;578805588;SOP.MONT.PLASTICO;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;A;578805594;SOP.MONT.PLASTICO;PDM578805 POS 20 BL.300;.ZL02011;;+DG6/DS9;14/10/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;A;578805594;SOP.MONT.PLASTICO;PDM578805 POS 20 BL.300;25V661Q6;;+M5D;23/11/2026;31/12/9999
2;K-FG;K-FG;;M32;L;;A;578805594;SOP.MONT.PLASTICO;PDM578805 POS 20 BL.300;.ZL02011;;+ME4+8Z4/8Z5;16/09/2024;31/12/9999
