BS;FG-St;PF-St;*S/*P;SET;G2;G3;ZP;Material;Benennung;Denom.Estruct.;Vorhaben;Cese (Entfall);PRNummer;Fecha SOP;Früh. SOP-Entfall
2;K-FG;K-FG;;M51;J;;J;578970212H;MAZO CABLE MULTIMEDIA;;LZ23646.;26L121B.;+F0Q+GW2+L0L+0K3+3FU;16/09/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;578970212R;MAZO CABLE MULTIMEDIA;;26L121B.;27L510B.;+F0Q+GW2+L0L+0K3+3FU;24/11/2025;29/11/2027
2;K-FG;K-FG;;M51;J;;J;579970212;MAZO CABLE MULTIMEDIA;;LZ23646.;26L121B.;+F0A+GW2+L0R+0K0/0K4+3FA;25/11/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970212J;MAZO CABLE MULTIMEDIA;;26L121B.;27L510B.;+F0A+GW2+L0R+0K0/0K4+3FA;24/11/2025;29/11/2027
2;K-FG;K-FG;;M51;J;;J;579970212;MAZO CABLE MULTIMEDIA;;26L121A.;26L121B.;+F0A+GW0+L0R+0K0/0K4+8A5;07/07/2025;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970212J;MAZO CABLE MULTIMEDIA;;26L121B.;27L510B.;+F0A+GW0+L0R+0K0/0K4+8A5;24/11/2025;29/11/2027
2;K-FG;K-FG;;M51;J;;J;579970212A;MAZO CABLE MULTIMEDIA;;LZ23646.;26L121B.;+F0A+GW2+L0R+0K0/0K4+3FU;25/11/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970212K;MAZO CABLE MULTIMEDIA;;26L121B.;27L510B.;+F0A+GW2+L0R+0K0/0K4+3FU;24/11/2025;29/11/2027
2;K-FG;K-FG;;M51;J;;J;579970212B;MAZO CABLE MULTIMEDIA;;LZ23646.;26L121B.;+F0Q+GW2+L0R+0K0/0K4+3FA;25/11/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970212L;MAZO CABLE MULTIMEDIA;;26L121B.;27L510B.;+F0Q+GW2+L0R+0K0/0K4+3FA;24/11/2025;29/11/2027
2;K-FG;K-FG;;M51;J;;J;579970212B;MAZO CABLE MULTIMEDIA;;26L121A.;26L121B.;+F0Q+GW0+L0R+0K0/0K4+8A5;07/07/2025;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970212L;MAZO CABLE MULTIMEDIA;;26L121B.;27L510B.;+F0Q+GW0+L0R+0K0/0K4+8A5;24/11/2025;29/11/2027
2;K-FG;K-FG;;M51;J;;J;579970212C;MAZO CABLE MULTIMEDIA;;LZ23646.;26L121B.;+F0Q+GW2+L0R+0K0/0K4+3FU;25/11/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970212M;MAZO CABLE MULTIMEDIA;;26L121B.;27L510B.;+F0Q+GW2+L0R+0K0/0K4+3FU;24/11/2025;29/11/2027
2;K-FG;K-FG;;M51;J;;J;579970212E;MAZO CABLE MULTIMEDIA;;LZ23646.;26L121B.;+F0A+GW2+L0R+0K3+3FA;25/11/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970212N;MAZO CABLE MULTIMEDIA;;26L121B.;27L510B.;+F0A+GW2+L0R+0K3+3FA;24/11/2025;29/11/2027
2;K-FG;K-FG;;M51;J;;J;579970212E;MAZO CABLE MULTIMEDIA;;26L121A.;26L121B.;+F0A+GW0+L0R+0K3+8A5;07/07/2025;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970212N;MAZO CABLE MULTIMEDIA;;26L121B.;27L510B.;+F0A+GW0+L0R+0K3+8A5;24/11/2025;29/11/2027
2;K-FG;K-FG;;M51;J;;J;579970212F;MAZO CABLE MULTIMEDIA;;LZ23646.;26L121B.;+F0A+GW2+L0R+0K3+3FU;25/11/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970212P;MAZO CABLE MULTIMEDIA;;26L121B.;27L510B.;+F0A+GW2+L0R+0K3+3FU;24/11/2025;29/11/2027
2;K-FG;K-FG;;M51;J;;J;579970212G;MAZO CABLE MULTIMEDIA;;LZ23646.;26L121B.;+F0Q+GW2+L0R+0K3+3FA;25/11/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970212Q;MAZO CABLE MULTIMEDIA;;26L121B.;27L510B.;+F0Q+GW2+L0R+0K3+3FA;24/11/2025;29/11/2027
2;K-FG;K-FG;;M51;J;;J;579970212G;MAZO CABLE MULTIMEDIA;;26L121A.;26L121B.;+F0Q+GW0+L0R+0K3+8A5;07/07/2025;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970212Q;MAZO CABLE MULTIMEDIA;;26L121B.;27L510B.;+F0Q+GW0+L0R+0K3+8A5;24/11/2025;29/11/2027
2;K-FG;K-FG;;M51;J;;J;579970212H;MAZO CABLE MULTIMEDIA;;LZ23646.;26L121B.;+F0Q+GW2+L0R+0K3+3FU;25/11/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970212R;MAZO CABLE MULTIMEDIA;;26L121B.;27L510B.;+F0Q+GW2+L0R+0K3+3FU;24/11/2025;29/11/2027
E;;;;M51;J;;J;;Leerteil;Leerteil;LZ23646.;;+9Z0;16/09/2024;31/12/9999
2;K-FG;K-FG;;M51;J;;J;578970225A;MAZO,CAJA CONTACTO;;LZ23646.;26L422C2;+L0L+0K0/0K4+9Z3;16/09/2024;31/08/2026
2;K-FG;K-FG;;M51;J;;J;578970225A;MAZO,CAJA CONTACTO;;26L422C2;;+L0L+0K0/0K4+8RX+9Z3;31/08/2026;31/12/9999
2;K-FG;K-FG;;M51;J;;J;578970225C;MAZO,CAJA CONTACTO;;26L422C2;;+L0L+0K0/0K4+9VI+9Z3;31/08/2026;31/12/9999
2;K-FG;K-FG;;M51;J;;J;578970225B;MAZO,CAJA CONTACTO;;LZ23646.;;+L0L+0K3+9Z3;16/09/2024;31/12/9999
2;K-FG;K-FG;;M51;J;;J;579970225A;MAZO,CAJA CONTACTO;;LZ23646.;26L422C2;+L0R+0K0/0K4+9Z3;25/11/2024;31/08/2026
2;K-FG;K-FG;;M51;J;;J;579970225A;MAZO,CAJA CONTACTO;;26L422C2;;+L0R+0K0/0K4+8RX+9Z3;31/08/2026;31/12/9999
2;K-FG;K-FG;;M51;J;;J;579970225C;MAZO,CAJA CONTACTO;;26L422C2;;+L0R+0K0/0K4+9VI+9Z3;31/08/2026;31/12/9999
2;K-FG;K-FG;;M51;J;;J;579970225B;MAZO,CAJA CONTACTO;;LZ23646.;;+L0R+0K3+9Z3;25/11/2024;31/12/9999
2;B-FG;B-FG;;M51;J;;J;578970226;MAZO SEöAL EMERG.;;LZ23646.;LZ23961.;+F0A+L0L+NZ2/NZ4;16/09/2024;16/09/2024
2;B-FG;B-FG;;M51;J;;J;578970226G;MAZO SEöAL EMERG.;;LZ23961.;LZ24392.;+F0A+L0L+NZ2/NZ4;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;578970226M;MAZO SEöAL EMERG.;;LZ24392.;LP05598.;+F0A+L0L+NZ2/NZ4;16/09/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;578970226S;MAZO SEöAL EMERG.;;LP05598.;26L121B.;+F0A+L0L+NZ2/NZ4;25/11/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;578970226AP;MAZO SEöAL EMERG.;;26L121B.;27L188A.;+F0A+L0L+NZ2/NZ4;24/11/2025;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970226AP;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+F0A+L0L+NZ2/NZ4+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970226AT;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+F0A+L0L+NZ2/NZ4+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970226AT;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+F0A+L0L+NZ2/NZ4+N09/TL1/T1C/T2C/T3J/T57+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;578970226AP;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DF9+F0A+L0L+NZ2/NZ4+T1F;14/06/2027;14/06/2027
1;B-FG;B-FG;;M51;J;;J;578970226AT;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DF9+F0A+L0L+NZ2/NZ4+T1F;14/06/2027;29/11/2027
1;;;;M51;J;;J;578970226AT;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+DF9+F0A+L0L+NZ2/NZ4+T1F+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;578970226AP;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DE3+F0A+L0L+NZ2/NZ4+TU6;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970226AT;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DE3+F0A+L0L+NZ2/NZ4+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970226AT;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+DE3+F0A+L0L+NZ2/NZ4+TU6+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;578970226AK;MAZO SEöAL EMERG.;;27V661R4;27L510B.;+D14+F0A+L0L+NZ2/NZ4+T1F;14/06/2027;29/11/2027
1;;;;M51;J;;J;578970226AK;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+D14+F0A+L0L+NZ2/NZ4+T1F+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;578970226AK;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+F0A+L0L+ME4+NZ2/NZ4+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970226AK;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+F0A+L0L+ME4+NZ2/NZ4+TU6+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;578970226A;MAZO SEöAL EMERG.;;LZ23646.;LZ23961.;+F0Q+L0L+NZ2/NZ4;16/09/2024;16/09/2024
2;B-FG;B-FG;;M51;J;;J;578970226H;MAZO SEöAL EMERG.;;LZ23961.;LZ24392.;+F0Q+L0L+NZ2/NZ4;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;578970226N;MAZO SEöAL EMERG.;;LZ24392.;LP05598.;+F0Q+L0L+NZ2/NZ4;16/09/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;578970226T;MAZO SEöAL EMERG.;;LP05598.;26L121B.;+F0Q+L0L+NZ2/NZ4;25/11/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;578970226AQ;MAZO SEöAL EMERG.;;26L121B.;27L188A.;+F0Q+L0L+NZ2/NZ4;24/11/2025;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970226AQ;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+F0Q+L0L+NZ2/NZ4+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970226BA;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+F0Q+L0L+NZ2/NZ4+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970226BA;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+F0Q+L0L+NZ2/NZ4+N09/TL1/T1C/T2C/T3J/T57+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;578970226AQ;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DF9+F0Q+L0L+NZ2/NZ4+T1F;14/06/2027;14/06/2027
1;B-FG;B-FG;;M51;J;;J;578970226BA;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DF9+F0Q+L0L+NZ2/NZ4+T1F;14/06/2027;29/11/2027
1;;;;M51;J;;J;578970226BA;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+DF9+F0Q+L0L+NZ2/NZ4+T1F+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;578970226AQ;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DE3+F0Q+L0L+NZ2/NZ4+TU6;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970226BA;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DE3+F0Q+L0L+NZ2/NZ4+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970226BA;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+DE3+F0Q+L0L+NZ2/NZ4+TU6+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;578970226AL;MAZO SEöAL EMERG.;;27V661R4;27L510B.;+D14+F0Q+L0L+NZ2/NZ4+T1F;14/06/2027;29/11/2027
1;;;;M51;J;;J;578970226AL;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+D14+F0Q+L0L+NZ2/NZ4+T1F+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;578970226AL;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+F0Q+L0L+ME4+NZ2/NZ4+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970226AL;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+F0Q+L0L+ME4+NZ2/NZ4+TU6+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;578970226D;MAZO SEöAL EMERG.;;LZ23646.;LZ23961.;+EL0+L0L+NZ0;16/09/2024;16/09/2024
2;B-FG;B-FG;;M51;J;;J;578970226J;MAZO SEöAL EMERG.;;LZ23961.;LZ24392.;+EL0+L0L+NZ0;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;578970226P;MAZO SEöAL EMERG.;;LZ24392.;27L188A.;+EL0+L0L+NZ0;16/09/2024;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970226P;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+EL0+L0L+NZ0+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970226P;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+EL0+L0L+NZ0+N09/TL1/T1C/T2C/T3J/T57+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;578970226P;MAZO SEöAL EMERG.;;27V661R4;27L510B.;+DF9+EL0+L0L+NZ0+T1F;14/06/2027;29/11/2027
1;;;;M51;J;;J;578970226P;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+DF9+EL0+L0L+NZ0+T1F+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;578970226P;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+DE3+EL0+L0L+NZ0+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970226P;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+DE3+EL0+L0L+NZ0+TU6+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;578970226AG;MAZO SEöAL EMERG.;;27V661R4;27L510B.;+D14+EL0+L0L+NZ0+T1F;14/06/2027;29/11/2027
1;;;;M51;J;;J;578970226AG;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+D14+EL0+L0L+NZ0+T1F+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;578970226AG;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+EL0+L0L+ME4+NZ0+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970226AG;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+EL0+L0L+ME4+NZ0+TU6+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;578970226E;MAZO SEöAL EMERG.;;LZ23646.;LZ23961.;+EL5+F0A+L0L+NZ0;16/09/2024;16/09/2024
2;B-FG;B-FG;;M51;J;;J;578970226K;MAZO SEöAL EMERG.;;LZ23961.;LZ24392.;+EL5+F0A+L0L+NZ0;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;578970226Q;MAZO SEöAL EMERG.;;LZ24392.;26L121B.;+EL5+F0A+L0L+NZ0;16/09/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;578970226AM;MAZO SEöAL EMERG.;;26L121B.;27L188A.;+EL5+F0A+L0L+NZ0;24/11/2025;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970226AM;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+EL5+F0A+L0L+NZ0+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970226AR;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+EL5+F0A+L0L+NZ0+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970226AM;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DF9+EL5+F0A+L0L+NZ0+T1F;14/06/2027;14/06/2027
1;B-FG;B-FG;;M51;J;;J;578970226AR;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DF9+EL5+F0A+L0L+NZ0+T1F;14/06/2027;29/11/2027
2;B-FG;B-FG;;M51;J;;J;578970226AM;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DE3+EL5+F0A+L0L+NZ0+TU6;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970226AR;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DE3+EL5+F0A+L0L+NZ0+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970226AH;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+D14+EL5+F0A+L0L+NZ0+T1F;14/06/2027;29/11/2027
2;B-FG;B-FG;;M51;J;;J;578970226AH;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+EL5+F0A+L0L+ME4+NZ0+TU6;23/11/2026;29/11/2027
2;B-FG;B-FG;;M51;J;;J;578970226F;MAZO SEöAL EMERG.;;LZ23646.;LZ23961.;+EL5+F0Q+L0L+NZ0;16/09/2024;16/09/2024
2;B-FG;B-FG;;M51;J;;J;578970226L;MAZO SEöAL EMERG.;;LZ23961.;LZ24392.;+EL5+F0Q+L0L+NZ0;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;J;578970226R;MAZO SEöAL EMERG.;;LZ24392.;26L121B.;+EL5+F0Q+L0L+NZ0;16/09/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;578970226AN;MAZO SEöAL EMERG.;;26L121B.;27L188A.;+EL5+F0Q+L0L+NZ0;24/11/2025;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970226AN;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+EL5+F0Q+L0L+NZ0+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970226AS;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+EL5+F0Q+L0L+NZ0+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970226AN;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DF9+EL5+F0Q+L0L+NZ0+T1F;14/06/2027;14/06/2027
1;B-FG;B-FG;;M51;J;;J;578970226AS;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DF9+EL5+F0Q+L0L+NZ0+T1F;14/06/2027;29/11/2027
2;B-FG;B-FG;;M51;J;;J;578970226AN;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DE3+EL5+F0Q+L0L+NZ0+TU6;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;578970226AS;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DE3+EL5+F0Q+L0L+NZ0+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;578970226AJ;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+D14+EL5+F0Q+L0L+NZ0+T1F;14/06/2027;29/11/2027
2;B-FG;B-FG;;M51;J;;J;578970226AJ;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+EL5+F0Q+L0L+ME4+NZ0+TU6;23/11/2026;29/11/2027
2;B-FG;B-FG;;M51;J;;J;579970226;MAZO SEöAL EMERG.;;LZ23646.;LZ23961.;+F0A+L0R+NZ2/NZ4;25/11/2024;25/11/2024
2;B-FG;B-FG;;M51;J;;J;579970226E;MAZO SEöAL EMERG.;;LZ23961.;LZ24392.;+F0A+L0R+NZ2/NZ4;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970226K;MAZO SEöAL EMERG.;;LZ24392.;LP05598.;+F0A+L0R+NZ2/NZ4;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970226Q;MAZO SEöAL EMERG.;;LP05598.;26L121B.;+F0A+L0R+NZ2/NZ4;25/11/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970226AM;MAZO SEöAL EMERG.;;26L121B.;27L188A.;+F0A+L0R+NZ2/NZ4;24/11/2025;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970226AM;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+F0A+L0R+NZ2/NZ4+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970226AR;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+F0A+L0R+NZ2/NZ4+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970226AR;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+F0A+L0R+NZ2/NZ4+N09/TL1/T1C/T2C/T3J/T57+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;579970226AM;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DF9+F0A+L0R+NZ2/NZ4+T1F;14/06/2027;14/06/2027
1;B-FG;B-FG;;M51;J;;J;579970226AR;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DF9+F0A+L0R+NZ2/NZ4+T1F;14/06/2027;29/11/2027
1;;;;M51;J;;J;579970226AR;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+DF9+F0A+L0R+NZ2/NZ4+T1F+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;579970226AM;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DE3+F0A+L0R+NZ2/NZ4+TU6;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970226AR;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DE3+F0A+L0R+NZ2/NZ4+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970226AR;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+DE3+F0A+L0R+NZ2/NZ4+TU6+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;579970226AH;MAZO SEöAL EMERG.;;27V661R4;27L510B.;+D14+F0A+L0R+NZ2/NZ4+T1F;14/06/2027;29/11/2027
1;;;;M51;J;;J;579970226AH;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+D14+F0A+L0R+NZ2/NZ4+T1F+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;579970226AH;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+F0A+L0R+ME4+NZ2/NZ4+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970226AH;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+F0A+L0R+ME4+NZ2/NZ4+TU6+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;579970226A;MAZO SEöAL EMERG.;;LZ23646.;LZ23961.;+F0Q+L0R+NZ2/NZ4;25/11/2024;25/11/2024
2;B-FG;B-FG;;M51;J;;J;579970226F;MAZO SEöAL EMERG.;;LZ23961.;LZ24392.;+F0Q+L0R+NZ2/NZ4;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970226L;MAZO SEöAL EMERG.;;LZ24392.;LP05598.;+F0Q+L0R+NZ2/NZ4;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970226R;MAZO SEöAL EMERG.;;LP05598.;26L121B.;+F0Q+L0R+NZ2/NZ4;25/11/2024;24/11/2025
2;K-FG;K-FG;;M51;J;;J;579970226AN;MAZO SEöAL EMERG.;;26L121B.;27L188A.;+F0Q+L0R+NZ2/NZ4;24/11/2025;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970226AN;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+F0Q+L0R+NZ2/NZ4+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970226AS;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+F0Q+L0R+NZ2/NZ4+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970226AS;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+F0Q+L0R+NZ2/NZ4+N09/TL1/T1C/T2C/T3J/T57+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;579970226AN;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DF9+F0Q+L0R+NZ2/NZ4+T1F;14/06/2027;14/06/2027
1;B-FG;B-FG;;M51;J;;J;579970226AS;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DF9+F0Q+L0R+NZ2/NZ4+T1F;14/06/2027;29/11/2027
1;;;;M51;J;;J;579970226AS;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+DF9+F0Q+L0R+NZ2/NZ4+T1F+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;579970226AN;MAZO SEöAL EMERG.;;27L188A.;27L121B.;+DE3+F0Q+L0R+NZ2/NZ4+TU6;23/11/2026;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970226AS;MAZO SEöAL EMERG.;;27L121B.;27L510B.;+DE3+F0Q+L0R+NZ2/NZ4+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970226AS;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+DE3+F0Q+L0R+NZ2/NZ4+TU6+8DG;29/11/2027;20/03/2028
1;;;;M51;J;;J;579970226AJ;MAZO SEöAL EMERG.;;27V661R4;27L510B.;+D14+F0Q+L0R+NZ2/NZ4+T1F;14/06/2027;29/11/2027
1;;;;M51;J;;J;579970226AJ;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+D14+F0Q+L0R+NZ2/NZ4+T1F+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;579970226AJ;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+F0Q+L0R+ME4+NZ2/NZ4+TU6;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970226AJ;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+F0Q+L0R+ME4+NZ2/NZ4+TU6+8DG;29/11/2027;20/03/2028
2;B-FG;B-FG;;M51;J;;J;579970226B;MAZO SEöAL EMERG.;;LZ23646.;LZ23961.;+EL0+L0R+NZ0;25/11/2024;25/11/2024
2;B-FG;B-FG;;M51;J;;J;579970226G;MAZO SEöAL EMERG.;;LZ23961.;LZ24392.;+EL0+L0R+NZ0;25/11/2024;25/11/2024
2;K-FG;K-FG;;M51;J;;J;579970226M;MAZO SEöAL EMERG.;;LZ24392.;27L188A.;+EL0+L0R+NZ0;25/11/2024;23/11/2026
2;B-FG;B-FG;;M51;J;;J;579970226M;MAZO SEöAL EMERG.;;27L188A.;27L510B.;+EL0+L0R+NZ0+N09/TL1/T1C/T2C/T3J/T57;23/11/2026;29/11/2027
1;;;;M51;J;;J;579970226M;MAZO SEöAL EMERG.;;27L510B.;28L511A.;+EL0+L0R+NZ0+N09/TL1/T1C/T2C/T3J/T57+8DG;29/11/2027;20/03/2028
